, Authors,Quotes,Likes,Tags
19,Henry Ward Beecher,“Men's best successes come after their disappointments.”,5,['motivational']
20,"Steve Backley,",“Mix with positive-minded people as a means to tap into your unexploited potential.”,4,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
21,"Steve Backley,",“Success is simply never giving in to failure - either in mind or body.”,4,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
22,"Steve Backley,","“See it, feel it, trust it!”",3,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
23,"Steve Backley,",“The only test is what you see when you look in a mirror.”,3,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
24,"Steve Backley,",“It is true to say that the secret of a winning formula is the ability to accept that there is a vast area of unexploited potential beyond what you currently perceive to be your maximum.”,3,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
25,"Steve Backley,","“If you are able to focus unswervingly on your goals, then all that you desire will become yours.”",2,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
26,"Steve Backley,",“The sprint is like life ... blink and you miss it.”,2,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
27,"Steve Backley,","“Just identify the very first physical action you need to take, and do it.”",2,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
28,"Steve Backley,","“You have to create your self-belief by going to your core to find the probable reasons for the negativity in you, and then demolish them.”",2,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
29,Ogwo David Emenike,“The slogans “hang on” and “press on” have solved and will continue to solve the problems of humanity.”,2,"['inspirational,', 'motivational,', 'persistence']"
0,"Asa Don Brown,",“Are you living in the moment?”,11,"['attitude,', 'freedom,', 'inspirational,', 'motivational,', 'psychology,', 'spirituality']"
1,"Steve Backley,",“If you have positive energy you will always attract positive outcomes.”,11,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
2,"Steve Backley,","“Look for solutions, instead of being difficult; be more thoughtful, instead of allowing anger to burn you out. Look at things from a different perspective, embrace change, look out for opportunities and you will feel much more in control.”",11,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
3,"Asa Don Brown,",“Are you seeking to be offended?”,9,"['attitude,', 'freedom,', 'inspirational,', 'motivational,', 'psychology,', 'spirituality']"
4,"Steve Backley,","“See it first in your mind, then become it.”",9,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
5,"Steve Backley,","“Every time a champion makes a decision they have a chance to learn something new, regardless of the outcome.”",9,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
6,"Steve Backley,",“Invest your energy in the things you can control.”,8,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
7,"Asa Don Brown,",“What is an unconditional state?”,7,"['attitude,', 'freedom,', 'inspirational,', 'motivational,', 'psychology,', 'spirituality']"
8,"Steve Backley,",“A mind filled with negative thoughts makes you feel miserable and inadequate and will lead to failure after failure no matter how hard you try to succeed.”,7,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
9,"Sukant Ratnakar,","“If humans can live for 100 years, why do companies die so young.”",6,"['innovation,', 'inspirational,', 'management,', 'motivational']"
10,"Steve Backley,",“Lucky people will focus on what’s in front of them rather than scrabbling about for what they’re searching for.”,6,"['allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
11,"Steve Backley,",“Explore. Train your conscious mind and your subconscious mind to start working for you by getting those great powers to move in a new direction. Start creating your own good luck today.”,6,"['allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
12,"Steve Backley,","“Remember, if you don’t do anything – if you don’t change the way your mind works and direct your subconscious mind to create the life you want – then everything stays the same, nothing changes.”",6,"['allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
13,"Steve Backley,",“They don’t give Olympic medals out for talking a good game.”,6,"['allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
14,"Steve Backley,",“To think is good. To obsess is bad.”,6,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
15,"Steve Backley,","“Although you can’t go back in time and alter your natural level of potential, you can determine how much of that ability you tap into, exploit and develop for the future.”",5,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
16,"Steve Backley,","“When you think a positive thought, you become positive.”",5,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
17,Stephen Cove,"“The real beginning of influence comes as others sense you are being influenced by them--when they feel understood by you--that you have listened deeply and sincerely, and that you are open.”",4,"['motivational,', 'understanding']"
18,"Steve Backley,","“For many, lack of achievement is more a consequence of fear of taking a chance and getting uncomfortable.”",4,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
19,"Steve Backley,","“The way forward is to stop pestering yourself for answers and let it, the creative part of your mind, come up with the solution when the time is right.”",4,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
20,"Steve Backley,","“If you decide not to take action, you are going to fail, and even if you do take action, if you can’t keep up your motivation, you will simply end up back where you started.”",4,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
21,"Steve Backley,",“These are the people who will encourage you to go after your dreams and will inspire you to succeed. Stick to them like a barnacle to a rock.”,4,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
22,"Steve Backley,",“Success is virulent. Once you get the bug then it’s in you.”,4,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
23,"Steve Backley,",“The people and successes in your life mirror your beliefs.”,4,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
24,"Steve Backley,","“Tell me your thinking, and I’ll tell you what your life looks like.”",4,"['12-rules-for-success,', 'allegorical,', 'enhanced-performance,', 'inspirational,', 'life-changing,', 'life-coaching,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'success-coaching,', 'the-champion-in-all-of-us']"
25,Jose Ortegay Y. Gasset,"“We cannot put off living until we are ready. The most salient characteristic of life is its coerciveness: it is always urgent, ‘here and now,’ without any postponement. Life is fired at us point-blank.”",3,['motivational']
26,"Steve Backley,","“To deliver your own personal maximum, you’ll realise there are no shortcuts; if you want to be a champion it is all about rolling your sleeves up and getting stuck in.”",3,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
27,"Steve Backley,",“Trust in your own beliefs or succumb to the influence of others’.”,3,"['12-rules-for-success,', 'allegorical,', 'inspirational,', 'life-changing,', 'mind-body-spirit,', 'motivational,', 'new-thought,', 'olympic,', 'olympic-story,', 'olympics,', 'positivity,', 'self-help,', 'self-help-book,', 'spiritual-story,', 'steve-backley,', 'success,', 'the-champion-in-all-of-us']"
28,"Valerie Estess,","“Jenifer always taught me that starting a job was one thing―—and admirable―—but that following through and completing―—well, that’s where the bravery is.”",2,['motivational']
29,"Judie McCarty,","“We do not just go through life blindly,we create our own journey.",2,"['motivational,', 'self-help,', 'spiritual-growth']"
0,"Rosie Thomas,",“I can only strive for what is important”,7,"['hard-work,', 'inspirational,', 'motivational,', 'success']"
1,"Thomas Carlyle,","“Fool! The Ideal is in thyself, the impediment too is in thyself: thy Condition is but the stuff thou art to shape that same Ideal out of: what matters whether such stuff be of this sort or that, so the Form thou give it be heroic, be poetic? O thou that pinest in the imprisonment of the Actual, and criest bitterly to the gods for a kingdom wherein to rule and create, know this of a truth: the thing thou seekest is already with thee, ‘here or nowhere,’ couldst thou only see!”",3,"['get-over-yourself,', 'motivational,', 'wake-up-call']"
2,"Thomas Carlyle,","“Ye are most strong, ye Sons of the icy North, of the far East, far marching from your rugged Eastern Wildernesses, hither-ward from the gray Dawn of Time! Ye are Sons of the Jotun-land; the land of Difficulties Conquered. Difficult? You",3,"['motivational,', 'perseverance']"
3,"Friedrich Nietzsche,","“Тяжело бремя жизни"": не прикидывайтесь такими неженками! Все мы выносливы, как вьючьные ослы.”",3,['motivational']
4,"Thomas Carlyle,","“Look around you. Your world-hosts are all in mutiny, in confusion, destitution; on the eve of fiery wreck and madness! They will not march farther for you, on the sixpence a day and supply-demand principle; they will not; nor ought they, nor can they. Ye shall reduce them to order, begin reducing them. to order, to just subordination; noble loyalty in return for noble guidance. Their souls are driven nigh mad; let yours be sane and ever saner.”",2,['motivational']
5,"Ahmad Fadzli Yusof,",“PDA untuk mengurus masa”,2,['motivational']
6,Bruce Frankel,"“(The subjects of What Should I Do With The Rest Of My Life) ""have convinced me that past failing can as easily prove preparatory as predictive. Age does not of itself limit on enable us. The choice is ours.”",1,"['creativity,', 'inspirational,', 'motivational,', 'reinvention,', 'retirement,', 'successful-aging']"
7,"Travis Scott Bowman,","“North Carolina has a monument to [Peter Francisco], and no one knows that. That's the kind of stuff that drives me.”",1,"['inspirational,', 'motivational,', 'passion']"
8,Anuj Jasani,“I have failed more than a hundred times in different things in my life but the only reason I am successful is that I do not stop myself from trying one more time.”,0,"['entrepreneurs,', 'entrepreneurship,', 'failures,', 'inspirational,', 'life,', 'motivational,', 'startups,', 'success,', 'try,', 'wisdom']"
9,Anuj Jasani,"“Devotion is very necessary to achieve something big, without complete dedication towards one thing no one has ever achieved anything big in their life.”",0,"['consistency,', 'dedication,', 'devotion,', 'dreams,', 'goals,', 'inspirational,', 'motivational,', 'success,', 'vision,', 'wisdom']"
10,Anuj Jasani,“It's okay if people reject you too many times not everyone deserves great opportunities and not everyone deserves to work with great people.”,0,"['greatness,', 'inspirational,', 'legends,', 'life,', 'motivational,', 'opportunity,', 'people,', 'relationships,', 'success,', 'wisdom']"
11,Anuj Jasani,"“Everyone is a magician, it depends on how much you believe in your magic.”",0,"['art,', 'artist,', 'belief,', 'creators,', 'innovation,', 'innovators,', 'inspirational,', 'magic,', 'motivational,', 'people']"
12,Lailah Gifty Akita,"“In misery, do not be sad but sing.”",0,"['misery,', 'motivational,', 'sad,', 'sing']"
13,Lailah Gifty Akita,"“A man may not know misery, if he delights himself in music.”",0,"['misery,', 'motivational,', 'music']"
14,Tanveer Hossain Mullick,"“Life is so precious, we all are having a very limited time. To access the knowledge of Truth & the Creation.The sooner you get it, the lesser you'll struggle in between the conflicts of Consciousness and Heart ”",0,"['achivement,', 'inspirational,', 'life-lessons,', 'motivational,', 'quote,', 'quotes,', 'story']"
15,"Bhuwan Thapaliya,",“Success doesn’t just happen;,0,"['adventure,', 'himalayas,', 'landscape,', 'life,', 'motivational,', 'mountaineering,', 'mountains,', 'nature,', 'nepal,', 'sherpas']"
16,Verliza Gajeles,“There's a part of you that can never change. That's the inner you. That's your BEAUTIFUL SOUL.”,0,"['attributed-no-source,', 'beautiful-soul,', 'change,', 'inspirational,', 'love,', 'motivational,', 'soul']"
17,"Sukant Ratnakar,","“By accepting that no two perceptions in the world could ever be identical, we can avoid so many arguments, debates, fights, lives, and relationships every day.”",0,"['arguments,', 'attitude,', 'discussion,', 'life,', 'motivational,', 'perception']"
18,"Sukant Ratnakar,","“There are two bases for our decisions: logic or comfort. When we start making decisions around our comforts, our reasoning abilities become weaker, and our comfort zone becomes smaller.”",0,"['comfort,', 'comfort-zone,', 'decision,', 'inspirational,', 'logic,', 'motivational']"
19,"Roseanne A. Brown,","“There are choices you make in life that cannot be undone and that cannot be buried. They can only be carried, and you either buckle beneath the weight of them or grow strong enough not to. And growing is always worth it if it helps you get to that next thing that makes life worth living.”",0,"['life,', 'motivational']"
20,"Roseanne A. Brown,","“All he needed was one thing to keep himself together until tomorrow. Tomorrow itself was another battle, but today? Just one thing.”",0,"['life,', 'motivational']"
21,"Alvi Syahrin,",“Tak ada mimpi yang sempurna di dunia yang tak sempurna ini”,0,"['inspirational,', 'motivational,', 'self-help']"
22,"David R. Edwards,","“If I am constantly “doing” but never “becoming,” my capacity to “do” will shortly become the primary limiting factor of my life.”",0,"['motivational,', 'personal-development,', 'self-help']"
23,"David R. Edwards,",“Circumstances vary; self-kindness does not. It is a constant.”,0,"['affirmations,', 'motivational,', 'quotes,', 'self-compassion,', 'self-help,', 'self-kindness']"
24,"Shaneen Clarke,","“A crisis which can be distractive, can turn out to be constructive.”",0,"['crisis,', 'inspirational,', 'motivational,', 'spiritual,', 'spirituality']"
25,"Shaneen Clarke,",“The loss of personal intimacy has become an expanding gap- a virus called “quick fix”- one that convincingly says you can’t wait…. Viewing God through the eyes of an Amazon Prime account holder! Sadly some have taken this attitude in their spiritual lives…. Sometimes unknowingly.”,0,"['motivational,', 'reflection,', 'self-reflection,', 'spiritual-journey']"
26,"Shaneen Clarke,","“Before Leonardo da Vinci painted The Last Supper, he saw the masterpiece in his mind. Before Winston Churchill led Britain during World War II, he envisioned winning the battle. Before Tiger Woods won his first championship, he saw himself holding the coveted trophy. There are times when God gives you a dream so distinctly that it changes the direction of your life.”",0,"['achievement,', 'daring,', 'dream-big,', 'motivational,', 'purpose,', 'purposeful-living,', 'vision,', 'vision-casting']"
27,"Aiyaz Uddin,","“There may be days when you get up in the morning and things aren't the way you had hoped they would be, ....that's when you have to tell yourself that things will get better.",0,"['inspirational,', 'life-learning,', 'motivational,', 'positive-mindset,', 'positive-thinking,', 'positivity']"
28,shri guru vyas,"“Your attitude determines your happiness, not your circumstances."" - by Sri Guru Vyas”",0,"['anxiety-problem,', 'motivational']"
29,"Rebecca Stead,","“The thing about making butter is that it feels like it'll never be done, almost right up to the moment when it is done. If what you want is butter, you have to keep going, even if you only half believe you'll get there.”",0,"['inspirational,', 'life,', 'motivational']"
0,"Chris Lonsdale,","“As a working rule, no matter what language you are learning, you can assume that the language will have some way of expressing the meaning that you want to communicate. The trick, of course, is to find out how.”",0,"['language,', 'language-learning,', 'motivational']"
1,Jeremy Mcgilvery,“You can change your Future by changing your mindset”,0,"['jeremy-mcgilvery,', 'life,', 'motivational,', 'motivational-quotes']"
2,Jeremy Mcgilvery,“You can do anything if you put your mind into it”,0,"['inspirational,', 'motivational,', 'success']"
3,"Xiran Jay Zhao,","“Listen up: just because you have the capacity to do something for someone, it doesn't mean you have the obligation to especially when they won't even appreciate you for doing it”",0,['motivational']
4,unknown,"“if it isn't perfect then it's not over yet. So, if your life isn't going great, calm down, it's because it isn't over yet.”",0,"['hope,', 'inspirational,', 'life-lessons,', 'motivation,', 'motivational,', 'quotes-to-live-by']"
5,Ramita,"“..your ambition is your beauty,”",0,"['ambition,', 'inspirational,', 'motivational,', 'psychology,', 'self-help,', 'self-love']"
6,"Lois McMaster Bujold,",“The fastest way to get to easy is through hard.”,0,"['inspirational,', 'motivation,', 'motivational,', 'perseverance,', 'persistence']"
7,"Sukant Ratnakar,",“Ordinary people will make sure that you too think ordinary.”,0,"['attitude,', 'inspirational,', 'life,', 'motivational,', 'success']"
8,Juwel Chowdhury,“Success is the best Revenge.”,0,['motivational']
9,D.L. Lewis,"“People who are intelligent are considered smarter than idiots. Intelligent people will not get distracted by piglets squealing and naysaying. With their deep understanding, their minds will continue to work, in pursuit of their craft, just like night owls at their desks in their quiet lairs; using the blood of the defeated piglets as ink for their writings.”",0,"['focus-on-your-dreams,', 'goodreads,', 'inspirational,', 'motivational']"
10,EURO CLUB,“WO KAUFEN SIE FALSCHEN EURO ZU VERKAUFEN,0,"['knowledge,', 'love-quotes,', 'motivation,', 'motivational,', 'relationships,', 'religion,', 'science,', 'spiritually,', 'success,', 'time']"
11,EURO CLUB,"“KUR NOPIRKT VILTUS EIRO, KĀ PĀRDOT",0,"['knowledge,', 'love-quotes,', 'motivation,', 'motivational,', 'relationships,', 'religion,', 'science,', 'spiritually,', 'success,', 'time']"
12,EURO CLUB,“FEJN IXTRI EWRO FALZ BIEX JBIGĦ,0,"['knowledge,', 'love-quotes,', 'motivation,', 'motivational,', 'relationships,', 'religion,', 'science,', 'spiritually,', 'success,', 'time']"
13,EURO CLUB,“ГДЕ КУПИТИ ЛАЖНИ ЕВРО ЗА ПРОДАЈУ,0,"['knowledge,', 'love-quotes,', 'motivation,', 'motivational,', 'relationships,', 'religion,', 'science,', 'spiritually,', 'success,', 'time']"
14,EURO CLUB,"“ГДЕ КУПИТЬ ПОДДЕЛЬНЫЙ ЕВРО, ЧТОБЫ ПРОДАТЬ",0,"['knowledge,', 'love-quotes,', 'motivation,', 'motivational,', 'relationships,', 'religion,', 'science,', 'spiritually,', 'success,', 'time']"
15,"Abhijit Naskar,","“Tough as thunder, sweet as honey, that's the motto for a braveheart human.”",0,"['brainy-quotes,', 'braveheart,', 'courageous,', 'inner-beauty,', 'inspiring,', 'leadership,', 'life-motto,', 'motivational,', 'sweetness-of-heart,', 'toughness']"
16,"Sukant Ratnakar,","“Our visa for the planet earth has a validity of just 100 years. It can expire early, but an extension is unlikely.”",0,"['imagination,', 'inspirational,', 'motivational,', 'nature,', 'planet']"
17,"Sukant Ratnakar,","“What drives your buying decisions - necessities, comforts, pleasures, status, or ego?”",0,"['attitude,', 'inspirational,', 'life,', 'motivational,', 'success']"
18,"Sukant Ratnakar,",“Why do we want to be present in many worlds at the same time? Just choose to live in the moment; it’s the most straightforward recipe for happiness.”,0,"['happiness,', 'life,', 'life-lessons,', 'minimalistic,', 'motivational']"
19,"Sukant Ratnakar,","“Find your friends, because life is too short to spend with enemies.”",0,"['friendship,', 'happiness,', 'life,', 'life-lessons,', 'minimalistic,', 'motivational,', 'relationship']"
20,"Sukant Ratnakar,",“Spark exists for a moment and then turns into ash. How is human life different?”,0,"['friendship,', 'happiness,', 'life,', 'life-lessons,', 'minimalistic,', 'motivational,', 'relationship']"
21,"Todd Stocker,",“Don't live on the comments of people but on the truths of God.”,0,"['god,', 'inspirational-quotes,', 'motivational,', 'motivational-quotes,', 'opinions-of-others,', 'truth']"
22,Somya Kedia,“LIFE - A word over hyped for no reason!”,0,"['exaggerated,', 'life,', 'life-lessons,', 'motivational,', 'seriously-though,', 'word']"
23,Dr. Lucas D. Shallua,“Any new life skill is worthy learning as you do not have an idea when it will make a big difference.”,0,"['learning,', 'motivational,', 'skill,', 'worthy']"
24,"Sukant Ratnakar,",“Your real investment for the future is not in banks but in your skills. How much are you investing in your new skills.?”,0,"['inspirational,', 'learning,', 'motivational,', 'positivity,', 'skill,', 'success']"
25,Mohith Agadi,"“No matter how hard you work on something, only when you find a smart way to do it, do people recognize you.”",0,"['be-smart,', 'inspirational,', 'just-do-it,', 'mohith,', 'mohith-agadi,', 'motivational,', 'smart,', 'smarter']"
26,"Neelam Saxena Chandra,","“When you just can’t bear all the selfishness, lies and spite,",0,"['dawn,', 'inspirational-quotes,', 'light,', 'light-quotes,', 'motivation,', 'motivational,', 'motivational-quotes,', 'neelam-saxena-chandra-quotes,', 'opening-of-doors']"
27,"Neelam Saxena Chandra,",“When the murky clouds,0,"['hope,', 'hope-quotes,', 'motivation,', 'motivation-quotes,', 'motivational,', 'neelam-saxena-chandra-quotes,', 'stars,', 'twinkle']"
28,Anuj Jasani,“The world would change dramatically if people started supporting and appreciating entrepreneurs in the way they appreciate and admire art and artist.”,0,"['appreciate,', 'art,', 'artist,', 'entrepreneurs,', 'entrepreneurship,', 'inspirational,', 'motivational,', 'people,', 'truth,', 'wisdom']"
29,Anuj Jasani,“Always try to keep your circle small and quality so that you can always give the best to your circle and get the best out of your circle.”,0,"['circle,', 'connections,', 'family,', 'friends,', 'inspirational,', 'motivational,', 'network,', 'people,', 'success,', 'wisdom']"
0,Dee Waldeck,"“What we achieve or don’t achieve in our lives depends on our decisions. While some decisions open doors, others push us down into a pit of problems.”",0,"['achievement,', 'encouragement,', 'life-choices,', 'motivational,', 'opportunities,', 'positivity,', 'risks']"
1,Dee Waldeck,"“The truth is that happiness doesn’t come from wealth, perfect looks, or even a perfect relationship. Happiness comes from within.”",0,"['awareness,', 'happiness,', 'honesty,', 'money,', 'motivational,', 'perfection,', 'positive-thinking,', 'relationships,', 'truth,', 'within-you']"
2,Dee Waldeck,"“Life is a continuous lesson. We need to embrace each problem in life, good or bad.”",0,"['continuous-improvement,', 'embrace,', 'embrace-life,', 'inspirational,', 'life,', 'life-lessons,', 'motivational,', 'negativity,', 'positive,', 'problem-solving']"
3,Dee Waldeck,"“We need to grow as a human being and make the choices that help create the person we want to be, the person we inspire to be.”",0,"['choices,', 'create,', 'growth,', 'individual,', 'inspire,', 'motivational,', 'positivity']"
